用户ID,商品ID,商品类目ID,行为类型,时间戳,时间,日期,小时,星期几
1000228,735415,4756105,点击,1512061882,2017-11-30 17:11:22,2017-11-30,17,3
1000228,1008330,4756105,点击,1512061893,2017-11-30 17:11:33,2017-11-30,17,3
1000228,1047255,3209590,点击,1512088704,2017-12-01 00:38:24,2017-12-01,0,4
1000228,5001096,4919077,点击,1512088808,2017-12-01 00:40:08,2017-12-01,0,4
1000228,2174778,4919077,加购,1512089177,2017-12-01 00:46:17,2017-12-01,0,4
1000228,4465261,4919077,点击,1512089279,2017-12-01 00:47:59,2017-12-01,0,4
1000228,2299965,866301,点击,1512089339,2017-12-01 00:48:59,2017-12-01,0,4
1000228,329628,1859277,点击,1512090629,2017-12-01 01:10:29,2017-12-01,1,4
1000228,3345192,4138583,点击,1512099808,2017-12-01 03:43:28,2017-12-01,3,4
1000228,4706681,4138583,点击,1512099882,2017-12-01 03:44:42,2017-12-01,3,4
1000228,3345192,4138583,点击,1512099900,2017-12-01 03:45:00,2017-12-01,3,4
1000228,3660992,1169503,点击,1512106037,2017-12-01 05:27:17,2017-12-01,5,4
1000228,5126434,3409740,加购,1512106300,2017-12-01 05:31:40,2017-12-01,5,4
1000228,1290409,3675758,点击,1512106525,2017-12-01 05:35:25,2017-12-01,5,4
1000228,5126434,3409740,点击,1512106580,2017-12-01 05:36:20,2017-12-01,5,4
1000228,2674960,1884568,点击,1512121303,2017-12-01 09:41:43,2017-12-01,9,4
1000228,3152900,1884568,点击,1512121325,2017-12-01 09:42:05,2017-12-01,9,4
1000228,907278,4565874,加购,1512121334,2017-12-01 09:42:14,2017-12-01,9,4
1000228,3072169,3637176,加购,1512121365,2017-12-01 09:42:45,2017-12-01,9,4
1000228,5108387,4550637,点击,1512122067,2017-12-01 09:54:27,2017-12-01,9,4
1000228,4526542,4550637,点击,1512122208,2017-12-01 09:56:48,2017-12-01,9,4
1000228,1482201,2251446,点击,1512122219,2017-12-01 09:56:59,2017-12-01,9,4
1000228,329628,1859277,点击,1512125571,2017-12-01 10:52:51,2017-12-01,10,4
1000228,3815973,4339722,点击,1512125654,2017-12-01 10:54:14,2017-12-01,10,4
1000228,2708079,846990,点击,1512125667,2017-12-01 10:54:27,2017-12-01,10,4
1000228,5126434,3409740,点击,1512125728,2017-12-01 10:55:28,2017-12-01,10,4
1000228,2335179,2355072,点击,1512131470,2017-12-01 12:31:10,2017-12-01,12,4
1000228,1387188,2355072,点击,1512174286,2017-12-02 00:24:46,2017-12-02,0,5
1000228,2335179,2355072,点击,1512174350,2017-12-02 00:25:50,2017-12-02,0,5
1000228,2874723,2355072,点击,1512174363,2017-12-02 00:26:03,2017-12-02,0,5
1000228,3934227,2355072,点击,1512174374,2017-12-02 00:26:14,2017-12-02,0,5
1000228,1873266,2355072,点击,1512174387,2017-12-02 00:26:27,2017-12-02,0,5
1000228,2963472,3607361,点击,1512174410,2017-12-02 00:26:50,2017-12-02,0,5
1000228,1873266,2355072,点击,1512174425,2017-12-02 00:27:05,2017-12-02,0,5
1000228,4458456,149192,点击,1512174468,2017-12-02 00:27:48,2017-12-02,0,5
1000228,3440440,149192,点击,1512174517,2017-12-02 00:28:37,2017-12-02,0,5
1000228,1015354,149192,点击,1512174602,2017-12-02 00:30:02,2017-12-02,0,5
1000228,2225517,149192,加购,1512174671,2017-12-02 00:31:11,2017-12-02,0,5
1000228,336963,149192,点击,1512174681,2017-12-02 00:31:21,2017-12-02,0,5
1000228,3055650,149192,点击,1512174688,2017-12-02 00:31:28,2017-12-02,0,5
1000228,3064246,149192,收藏,1512174704,2017-12-02 00:31:44,2017-12-02,0,5
1000228,2335179,2355072,点击,1512174706,2017-12-02 00:31:46,2017-12-02,0,5
1000228,2013888,149192,点击,1512174725,2017-12-02 00:32:05,2017-12-02,0,5
1000228,2502296,149192,点击,1512174756,2017-12-02 00:32:36,2017-12-02,0,5
1000228,2013888,149192,点击,1512174757,2017-12-02 00:32:37,2017-12-02,0,5
1000228,2502296,149192,点击,1512174758,2017-12-02 00:32:38,2017-12-02,0,5
1000228,2013888,149192,点击,1512174759,2017-12-02 00:32:39,2017-12-02,0,5
1000228,2502296,149192,点击,1512174760,2017-12-02 00:32:40,2017-12-02,0,5
1000228,2013888,149192,点击,1512174764,2017-12-02 00:32:44,2017-12-02,0,5
1000228,2502296,149192,点击,1512174765,2017-12-02 00:32:45,2017-12-02,0,5
1000228,2013888,149192,点击,1512174777,2017-12-02 00:32:57,2017-12-02,0,5
1000228,568929,149192,点击,1512174867,2017-12-02 00:34:27,2017-12-02,0,5
1000228,743494,4181361,点击,1512174982,2017-12-02 00:36:22,2017-12-02,0,5
1000228,4823814,2920476,点击,1512197889,2017-12-02 06:58:09,2017-12-02,6,5
1000228,813121,4801426,点击,1512197964,2017-12-02 06:59:24,2017-12-02,6,5
1000228,2157985,4801426,点击,1512197990,2017-12-02 06:59:50,2017-12-02,6,5
1000228,1592323,4801426,点击,1512198017,2017-12-02 07:00:17,2017-12-02,7,5
1000228,4262643,4801426,点击,1512198048,2017-12-02 07:00:48,2017-12-02,7,5
1000228,2503607,4801426,点击,1512198059,2017-12-02 07:00:59,2017-12-02,7,5
1000228,5133976,4801426,点击,1512198077,2017-12-02 07:01:17,2017-12-02,7,5
1000228,3115841,4756105,点击,1512201232,2017-12-02 07:53:52,2017-12-02,7,5
1000228,3382788,4643350,点击,1512201314,2017-12-02 07:55:14,2017-12-02,7,5
1000228,1530214,4643350,点击,1512201335,2017-12-02 07:55:35,2017-12-02,7,5
1000228,602041,4643350,点击,1512201353,2017-12-02 07:55:53,2017-12-02,7,5
1000228,3647217,4643350,点击,1512201375,2017-12-02 07:56:15,2017-12-02,7,5
1000228,1083075,4643350,点击,1512201474,2017-12-02 07:57:54,2017-12-02,7,5
1000228,1632677,4643350,点击,1512201506,2017-12-02 07:58:26,2017-12-02,7,5
1000228,1701914,4643350,点击,1512201514,2017-12-02 07:58:34,2017-12-02,7,5
1000228,2824018,4643350,点击,1512201521,2017-12-02 07:58:41,2017-12-02,7,5
1000228,65132,4643350,点击,1512201566,2017-12-02 07:59:26,2017-12-02,7,5
1000228,660482,4643350,点击,1512201622,2017-12-02 08:00:22,2017-12-02,8,5
1000228,4286376,4643350,点击,1512201674,2017-12-02 08:01:14,2017-12-02,8,5
1000228,3511761,4643350,点击,1512201684,2017-12-02 08:01:24,2017-12-02,8,5
1000228,427333,4643350,点击,1512201692,2017-12-02 08:01:32,2017-12-02,8,5
1000228,656693,4643350,点击,1512201787,2017-12-02 08:03:07,2017-12-02,8,5
1000228,2775734,4643350,点击,1512201794,2017-12-02 08:03:14,2017-12-02,8,5
1000228,3535544,1859277,点击,1512202630,2017-12-02 08:17:10,2017-12-02,8,5
1000228,2115271,982926,点击,1512202729,2017-12-02 08:18:49,2017-12-02,8,5
1000228,2848572,982926,点击,1512202739,2017-12-02 08:18:59,2017-12-02,8,5
1000228,757020,2578647,点击,1512214408,2017-12-02 11:33:28,2017-12-02,11,5
1000228,4192638,982926,点击,1512214455,2017-12-02 11:34:15,2017-12-02,11,5
1000228,1592323,4801426,点击,1512214982,2017-12-02 11:43:02,2017-12-02,11,5
1000228,813121,4801426,点击,1512214986,2017-12-02 11:43:06,2017-12-02,11,5
1000228,3427154,4801426,点击,1512215008,2017-12-02 11:43:28,2017-12-02,11,5
1000228,2051942,4801426,点击,1512215078,2017-12-02 11:44:38,2017-12-02,11,5
1000228,3043863,1859277,点击,1512215204,2017-12-02 11:46:44,2017-12-02,11,5
1000228,1691136,4801426,点击,1512215281,2017-12-02 11:48:01,2017-12-02,11,5
1000228,2503607,4801426,点击,1512215296,2017-12-02 11:48:16,2017-12-02,11,5
1000228,4061777,4801426,点击,1512215314,2017-12-02 11:48:34,2017-12-02,11,5
1000228,813121,4801426,点击,1512215348,2017-12-02 11:49:08,2017-12-02,11,5
1000228,4826576,982926,加购,1512215571,2017-12-02 11:52:51,2017-12-02,11,5
1000228,2115271,982926,点击,1512215600,2017-12-02 11:53:20,2017-12-02,11,5
1000228,4261334,982926,点击,1512215613,2017-12-02 11:53:33,2017-12-02,11,5
1000228,366604,982926,点击,1512215632,2017-12-02 11:53:52,2017-12-02,11,5
1000228,1477211,982926,点击,1512215729,2017-12-02 11:55:29,2017-12-02,11,5
1000228,88903,982926,点击,1512215757,2017-12-02 11:55:57,2017-12-02,11,5
1000228,4612796,982926,加购,1512215833,2017-12-02 11:57:13,2017-12-02,11,5
1000228,1366286,1320293,点击,1512215922,2017-12-02 11:58:42,2017-12-02,11,5
1000228,2319282,982926,点击,1512215954,2017-12-02 11:59:14,2017-12-02,11,5
1000228,2673147,1320293,点击,1512215965,2017-12-02 11:59:25,2017-12-02,11,5
1000228,1781030,982926,点击,1512216018,2017-12-02 12:00:18,2017-12-02,12,5
1000228,3662858,1320293,点击,1512216025,2017-12-02 12:00:25,2017-12-02,12,5
1000228,1334726,982926,点击,1512216056,2017-12-02 12:00:56,2017-12-02,12,5
1000228,5144665,1320293,点击,1512216061,2017-12-02 12:01:01,2017-12-02,12,5
1000228,2465801,1320293,点击,1512216181,2017-12-02 12:03:01,2017-12-02,12,5
1000228,997154,982926,点击,1512216811,2017-12-02 12:13:31,2017-12-02,12,5
1000228,4612796,982926,点击,1512217143,2017-12-02 12:19:03,2017-12-02,12,5
1000228,2403953,982926,点击,1512217187,2017-12-02 12:19:47,2017-12-02,12,5
1000228,2842032,982926,点击,1512217212,2017-12-02 12:20:12,2017-12-02,12,5
1000228,17756,737184,点击,1512217326,2017-12-02 12:22:06,2017-12-02,12,5
1000228,1072255,737184,点击,1512217331,2017-12-02 12:22:11,2017-12-02,12,5
1000228,757020,2578647,点击,1512217425,2017-12-02 12:23:45,2017-12-02,12,5
1000228,1451389,737184,点击,1512217468,2017-12-02 12:24:28,2017-12-02,12,5
1000228,3142570,4756105,点击,1512217495,2017-12-02 12:24:55,2017-12-02,12,5
1000228,3446690,4801426,点击,1512217551,2017-12-02 12:25:51,2017-12-02,12,5
1000228,2965488,982926,点击,1512217573,2017-12-02 12:26:13,2017-12-02,12,5
1000228,2445614,2476560,点击,1512231450,2017-12-02 16:17:30,2017-12-02,16,5
1000236,2515533,2355072,点击,1511589527,2017-11-25 05:58:47,2017-11-25,5,5
1000236,4159865,2355072,加购,1511589630,2017-11-25 06:00:30,2017-11-25,6,5
1000236,2482695,235534,加购,1511589756,2017-11-25 06:02:36,2017-11-25,6,5
1000236,284256,381850,点击,1511600650,2017-11-25 09:04:10,2017-11-25,9,5
1000236,3092006,381850,点击,1511600686,2017-11-25 09:04:46,2017-11-25,9,5
1000236,3135477,381850,加购,1511600713,2017-11-25 09:05:13,2017-11-25,9,5
1000236,896483,381850,点击,1511600747,2017-11-25 09:05:47,2017-11-25,9,5
1000236,3681307,381850,点击,1511600847,2017-11-25 09:07:27,2017-11-25,9,5
1000236,2956512,381850,加购,1511600920,2017-11-25 09:08:40,2017-11-25,9,5
1000236,3922621,381850,点击,1511600980,2017-11-25 09:09:40,2017-11-25,9,5
1000236,1028454,381850,加购,1511601006,2017-11-25 09:10:06,2017-11-25,9,5
1000236,2783777,4050612,点击,1511603130,2017-11-25 09:45:30,2017-11-25,9,5
1000236,4482907,622168,点击,1511603141,2017-11-25 09:45:41,2017-11-25,9,5
1000236,1885579,381850,点击,1511603351,2017-11-25 09:49:11,2017-11-25,9,5
1000236,1231794,4051859,点击,1511603435,2017-11-25 09:50:35,2017-11-25,9,5
1000236,4787325,381850,点击,1511611530,2017-11-25 12:05:30,2017-11-25,12,5
1000236,1690616,381850,加购,1511611675,2017-11-25 12:07:55,2017-11-25,12,5
1000236,3790928,381850,点击,1511611691,2017-11-25 12:08:11,2017-11-25,12,5
1000236,2632069,3720767,点击,1511611709,2017-11-25 12:08:29,2017-11-25,12,5
1000236,2446084,3720767,加购,1511611742,2017-11-25 12:09:02,2017-11-25,12,5
1000236,1754532,1467750,点击,1511611753,2017-11-25 12:09:13,2017-11-25,12,5
1000236,1985174,3189162,点击,1511611805,2017-11-25 12:10:05,2017-11-25,12,5
1000236,4361298,3720767,收藏,1511611829,2017-11-25 12:10:29,2017-11-25,12,5
1000236,557550,3738615,点击,1511611851,2017-11-25 12:10:51,2017-11-25,12,5
1000236,160707,3738615,加购,1511611910,2017-11-25 12:11:50,2017-11-25,12,5
1000236,2942649,4022701,点击,1511611936,2017-11-25 12:12:16,2017-11-25,12,5
1000236,1690616,381850,点击,1511611968,2017-11-25 12:12:48,2017-11-25,12,5
1000236,952227,1994940,点击,1511622956,2017-11-25 15:15:56,2017-11-25,15,5
1000236,1324943,1994940,点击,1511622978,2017-11-25 15:16:18,2017-11-25,15,5
1000236,4285269,1994940,点击,1511623028,2017-11-25 15:17:08,2017-11-25,15,5
1000236,2470851,102272,点击,1511671131,2017-11-26 04:38:51,2017-11-26,4,6
1000236,5111403,4962280,点击,1511892615,2017-11-28 18:10:15,2017-11-28,18,1
1000236,3830971,4962280,点击,1511892713,2017-11-28 18:11:53,2017-11-28,18,1
1000236,4697845,1879194,点击,1511892781,2017-11-28 18:13:01,2017-11-28,18,1
1000236,3830971,4962280,点击,1511892794,2017-11-28 18:13:14,2017-11-28,18,1
1000236,4306241,4962280,点击,1511892854,2017-11-28 18:14:14,2017-11-28,18,1
1000236,215282,846990,点击,1511932371,2017-11-29 05:12:51,2017-11-29,5,2
1000236,1961288,2221749,点击,1511932407,2017-11-29 05:13:27,2017-11-29,5,2
1000236,714438,4242717,点击,1511946499,2017-11-29 09:08:19,2017-11-29,9,2
1000236,860267,2966303,点击,1511946546,2017-11-29 09:09:06,2017-11-29,9,2
1000236,714438,4242717,点击,1511946585,2017-11-29 09:09:45,2017-11-29,9,2
1000236,2641891,883960,点击,1511946722,2017-11-29 09:12:02,2017-11-29,9,2
1000236,2826314,2920476,点击,1511946742,2017-11-29 09:12:22,2017-11-29,9,2
1000236,1382509,2920476,点击,1511946759,2017-11-29 09:12:39,2017-11-29,9,2
1000236,129700,2945933,点击,1511946838,2017-11-29 09:13:58,2017-11-29,9,2
1000236,3629812,3220984,加购,1512052704,2017-11-30 14:38:24,2017-11-30,14,3
1000236,1549579,4391936,点击,1512052820,2017-11-30 14:40:20,2017-11-30,14,3
1000236,5044003,4736474,点击,1512053041,2017-11-30 14:44:01,2017-11-30,14,3
1000236,4240958,2221749,点击,1512053055,2017-11-30 14:44:15,2017-11-30,14,3
1000236,415219,1415279,点击,1512053235,2017-11-30 14:47:15,2017-11-30,14,3
1000236,3423966,2221749,点击,1512053255,2017-11-30 14:47:35,2017-11-30,14,3
1000236,3629812,3220984,点击,1512053444,2017-11-30 14:50:44,2017-11-30,14,3
1000236,5044003,4736474,点击,1512053537,2017-11-30 14:52:17,2017-11-30,14,3
1000236,4240958,2221749,点击,1512053552,2017-11-30 14:52:32,2017-11-30,14,3
1000236,5044003,4736474,购买,1512053678,2017-11-30 14:54:38,2017-11-30,14,3
1000236,120290,4051859,点击,1512053807,2017-11-30 14:56:47,2017-11-30,14,3
1000236,2879694,4051859,点击,1512053820,2017-11-30 14:57:00,2017-11-30,14,3
1000236,284902,4051859,点击,1512053856,2017-11-30 14:57:36,2017-11-30,14,3
1000236,673491,1397912,点击,1512053968,2017-11-30 14:59:28,2017-11-30,14,3
1000236,2528468,1397912,点击,1512053994,2017-11-30 14:59:54,2017-11-30,14,3
1000236,4512888,1397912,点击,1512054012,2017-11-30 15:00:12,2017-11-30,15,3
1000236,2487341,1397912,点击,1512054041,2017-11-30 15:00:41,2017-11-30,15,3
1000236,3629812,3220984,点击,1512054237,2017-11-30 15:03:57,2017-11-30,15,3
1000236,3001398,1879194,点击,1512168825,2017-12-01 22:53:45,2017-12-01,22,4
1000236,1426537,1879194,点击,1512168991,2017-12-01 22:56:31,2017-12-01,22,4
1000236,2042346,1879194,点击,1512169675,2017-12-01 23:07:55,2017-12-01,23,4
1000236,4085385,1879194,点击,1512169706,2017-12-01 23:08:26,2017-12-01,23,4
1000236,3203119,4170419,点击,1512169784,2017-12-01 23:09:44,2017-12-01,23,4
1000236,3270976,4170419,点击,1512169824,2017-12-01 23:10:24,2017-12-01,23,4
1000236,1330524,4170419,点击,1512169875,2017-12-01 23:11:15,2017-12-01,23,4
1000236,2984714,1879194,点击,1512169885,2017-12-01 23:11:25,2017-12-01,23,4
1000236,1330524,4170419,点击,1512169902,2017-12-01 23:11:42,2017-12-01,23,4
1000236,3407391,1879194,点击,1512169978,2017-12-01 23:12:58,2017-12-01,23,4
1000236,1330524,4170419,点击,1512170000,2017-12-01 23:13:20,2017-12-01,23,4
1000236,3270976,4170419,点击,1512170087,2017-12-01 23:14:47,2017-12-01,23,4
1000236,492024,1879194,点击,1512170248,2017-12-01 23:17:28,2017-12-01,23,4
1000236,3412778,1879194,点击,1512170275,2017-12-01 23:17:55,2017-12-01,23,4
1000236,1330524,4170419,点击,1512170367,2017-12-01 23:19:27,2017-12-01,23,4
1000236,1971899,2056274,点击,1512170401,2017-12-01 23:20:01,2017-12-01,23,4
1000236,1157753,1879194,点击,1512170486,2017-12-01 23:21:26,2017-12-01,23,4
1000236,3301804,4170419,点击,1512170706,2017-12-01 23:25:06,2017-12-01,23,4
1000236,284432,4170419,点击,1512170849,2017-12-01 23:27:29,2017-12-01,23,4
1000236,1336704,1879194,点击,1512170884,2017-12-01 23:28:04,2017-12-01,23,4
1000236,2853104,1879194,点击,1512171027,2017-12-01 23:30:27,2017-12-01,23,4
1000236,284432,4170419,点击,1512171043,2017-12-01 23:30:43,2017-12-01,23,4
1000236,2853104,1879194,点击,1512171076,2017-12-01 23:31:16,2017-12-01,23,4
1000236,3061282,4170419,点击,1512171096,2017-12-01 23:31:36,2017-12-01,23,4
1000236,327619,4170419,点击,1512171146,2017-12-01 23:32:26,2017-12-01,23,4
1000236,4204846,4170419,点击,1512171170,2017-12-01 23:32:50,2017-12-01,23,4
1000236,3118719,4170419,点击,1512171183,2017-12-01 23:33:03,2017-12-01,23,4
1000236,2336300,4170419,点击,1512171195,2017-12-01 23:33:15,2017-12-01,23,4
1000236,3253211,4170419,点击,1512171267,2017-12-01 23:34:27,2017-12-01,23,4
1000236,4372654,4170419,点击,1512171434,2017-12-01 23:37:14,2017-12-01,23,4
1000236,3253211,4170419,点击,1512171472,2017-12-01 23:37:52,2017-12-01,23,4
1000236,2481254,4170419,点击,1512171525,2017-12-01 23:38:45,2017-12-01,23,4
1000236,2944027,4170419,点击,1512171848,2017-12-01 23:44:08,2017-12-01,23,4
1000236,1772591,235534,点击,1512189801,2017-12-02 04:43:21,2017-12-02,4,5
1000236,4721667,235534,加购,1512189828,2017-12-02 04:43:48,2017-12-02,4,5
1000236,2711782,1807416,收藏,1512190042,2017-12-02 04:47:22,2017-12-02,4,5
1000236,1879821,2891408,加购,1512190144,2017-12-02 04:49:04,2017-12-02,4,5
1000236,2711782,1807416,点击,1512190243,2017-12-02 04:50:43,2017-12-02,4,5
1000236,2721284,2322253,点击,1512195552,2017-12-02 06:19:12,2017-12-02,6,5
1000236,1343214,2738312,点击,1512198817,2017-12-02 07:13:37,2017-12-02,7,5
1000236,4064436,3607361,点击,1512229950,2017-12-02 15:52:30,2017-12-02,15,5
1000236,811734,3299155,点击,1512229997,2017-12-02 15:53:17,2017-12-02,15,5
1000236,1944488,3299155,点击,1512230064,2017-12-02 15:54:24,2017-12-02,15,5
1000236,4694504,3299155,点击,1512230083,2017-12-02 15:54:43,2017-12-02,15,5
1000236,1294967,3299155,点击,1512230148,2017-12-02 15:55:48,2017-12-02,15,5
1000236,428072,3299155,点击,1512230249,2017-12-02 15:57:29,2017-12-02,15,5
1000236,327619,4170419,点击,1512230256,2017-12-02 15:57:36,2017-12-02,15,5
1000236,428072,3299155,点击,1512230258,2017-12-02 15:57:38,2017-12-02,15,5
1000236,4193333,3299155,点击,1512230290,2017-12-02 15:58:10,2017-12-02,15,5
1000236,1777463,3299155,点击,1512230336,2017-12-02 15:58:56,2017-12-02,15,5
1000236,1893368,3299155,点击,1512230364,2017-12-02 15:59:24,2017-12-02,15,5
1000236,3979970,3299155,点击,1512230483,2017-12-02 16:01:23,2017-12-02,16,5
1000236,1223722,3299155,点击,1512230499,2017-12-02 16:01:39,2017-12-02,16,5
1000236,4005019,3299155,点击,1512230520,2017-12-02 16:02:00,2017-12-02,16,5
1000236,1970377,3299155,点击,1512230543,2017-12-02 16:02:23,2017-12-02,16,5
1000236,4531224,3299155,点击,1512230600,2017-12-02 16:03:20,2017-12-02,16,5
1000251,4977745,2940518,点击,1511578907,2017-11-25 03:01:47,2017-11-25,3,5
1000251,4984449,3371868,加购,1511584573,2017-11-25 04:36:13,2017-11-25,4,5
1000251,1413124,2092246,点击,1511584723,2017-11-25 04:38:43,2017-11-25,4,5
1000251,438647,2728585,点击,1511588485,2017-11-25 05:41:25,2017-11-25,5,5
1000251,3448346,4458428,点击,1511588591,2017-11-25 05:43:11,2017-11-25,5,5
1000251,4369424,3112817,点击,1511588776,2017-11-25 05:46:16,2017-11-25,5,5
1000251,2304417,3112817,点击,1511588784,2017-11-25 05:46:24,2017-11-25,5,5
1000251,694065,4443922,点击,1511588830,2017-11-25 05:47:10,2017-11-25,5,5
1000251,4369424,3112817,点击,1511588855,2017-11-25 05:47:35,2017-11-25,5,5
1000251,2304417,3112817,点击,1511588878,2017-11-25 05:47:58,2017-11-25,5,5
1000251,833990,3112817,点击,1511588887,2017-11-25 05:48:07,2017-11-25,5,5
1000251,3055972,4458428,点击,1511589067,2017-11-25 05:51:07,2017-11-25,5,5
1000251,2261264,3277224,点击,1511660850,2017-11-26 01:47:30,2017-11-26,1,6
1000251,2766083,3277224,点击,1511660863,2017-11-26 01:47:43,2017-11-26,1,6
1000251,4779282,3277224,点击,1511660981,2017-11-26 01:49:41,2017-11-26,1,6
1000251,2766083,3277224,点击,1511661204,2017-11-26 01:53:24,2017-11-26,1,6
1000251,4779282,3277224,点击,1511661331,2017-11-26 01:55:31,2017-11-26,1,6
1000251,2766083,3277224,购买,1511661534,2017-11-26 01:58:54,2017-11-26,1,6
1000251,855702,2728585,加购,1511696805,2017-11-26 11:46:45,2017-11-26,11,6
1000251,1393008,3371868,加购,1511697047,2017-11-26 11:50:47,2017-11-26,11,6
1000251,469382,146830,点击,1511697614,2017-11-26 12:00:14,2017-11-26,12,6
